ts,bombeamento/vazao,decantacao/turbidez,nivel/reservatorio,pressao/linha1,qualidade/cloro,qualidade/ph
2025-09-11T18:44:00.784710+00:00,151.07,0.335,88.14,3.652,0.502,7.214
2025-09-11T18:59:00.784710+00:00,150.754,0.401,86.394,3.602,0.599,7.248
2025-09-11T19:14:00.784710+00:00,156.747,0.242,86.788,3.758,0.855,7.171
2025-09-11T19:29:00.784710+00:00,152.428,0.243,85.735,3.709,0.766,7.166
2025-09-11T19:44:00.784710+00:00,180.796,0.255,87.491,3.588,0.583,7.225
2025-09-11T19:59:00.784710+00:00,150.23,0.384,85.515,3.841,0.674,7.241
2025-09-11T20:14:00.784710+00:00,158.784,0.36,88.795,3.503,0.69,7.183
2025-09-11T20:29:00.784710+00:00,161.358,0.306,86.199,3.738,0.666,7.262
2025-09-11T20:44:00.784710+00:00,183.647,0.319,88.352,3.648,0.538,7.278
2025-09-11T20:59:00.784710+00:00,158.65,0.281,88.298,3.87,0.674,7.302
2025-09-11T21:14:00.784710+00:00,174.466,0.37,83.572,3.755,0.934,7.336
2025-09-11T21:29:00.784710+00:00,174.847,0.311,89.883,3.687,0.733,7.182
2025-09-11T21:44:00.784710+00:00,177.274,0.321,89.255,3.744,0.777,7.24
2025-09-11T21:59:00.784710+00:00,186.18,0.368,91.091,3.722,0.817,7.244
2025-09-11T22:14:00.784710+00:00,187.629,0.332,91.955,3.768,1.077,7.242
2025-09-11T22:29:00.784710+00:00,175.831,0.334,95.907,3.779,0.821,7.213
2025-09-11T22:44:00.784710+00:00,182.444,0.349,93.378,3.758,0.961,7.167
2025-09-11T22:59:00.784710+00:00,167.343,0.392,93.811,3.851,0.766,7.265
2025-09-11T23:14:00.784710+00:00,184.317,0.437,94.482,3.872,0.815,7.217
2025-09-11T23:29:00.784710+00:00,178.34,0.387,95.556,3.771,0.855,7.271
2025-09-11T23:44:00.784710+00:00,184.263,0.4,95.014,3.727,0.767,7.221
2025-09-11T23:59:00.784710+00:00,173.222,0.352,94.933,3.892,0.841,7.205
2025-09-12T00:14:00.784710+00:00,190.781,0.329,96.025,3.917,0.977,7.288
2025-09-12T00:29:00.784710+00:00,205.7,0.399,89.951,3.939,0.779,7.284
2025-09-12T00:44:00.784710+00:00,190.046,0.376,99.152,3.93,0.879,7.312
2025-09-12T00:59:00.784710+00:00,179.522,0.297,98.289,4.016,0.966,7.409
2025-09-12T01:14:00.784710+00:00,182.885,0.353,95.647,3.973,0.784,7.296
2025-09-12T01:29:00.784710+00:00,199.141,0.366,92.456,4.11,1.015,7.309
2025-09-12T01:44:00.784710+00:00,194.7,0.344,97.738,4.144,0.893,7.215
2025-09-12T01:59:00.784710+00:00,199.155,0.444,93.93,3.756,0.864,7.203
2025-09-12T02:14:00.784710+00:00,202.276,0.487,96.351,3.719,0.641,7.374
2025-09-12T02:29:00.784710+00:00,183.324,0.438,92.65,3.892,0.834,7.223
2025-09-12T02:44:00.784710+00:00,201.08,0.381,99.567,3.93,0.921,7.215
2025-09-12T02:59:00.784710+00:00,176.822,0.371,92.096,3.879,1.081,7.274
2025-09-12T03:14:00.784710+00:00,193.85,0.318,94.951,3.936,0.935,7.269
2025-09-12T03:29:00.784710+00:00,183.15,0.364,90.369,3.852,0.996,7.218
2025-09-12T03:44:00.784710+00:00,178.754,0.362,94.301,3.811,0.71,7.252
2025-09-12T03:59:00.784710+00:00,190.1,0.29,93.273,3.815,0.832,7.341
2025-09-12T04:14:00.784710+00:00,191.623,0.329,96.109,3.833,0.986,7.216
2025-09-12T04:29:00.784710+00:00,190.162,0.337,92.668,3.906,0.724,7.177
2025-09-12T04:44:00.784710+00:00,183.237,0.371,95.453,3.789,0.937,7.314
2025-09-12T04:59:00.784710+00:00,181.16,0.37,90.761,3.793,0.9,7.283
2025-09-12T05:14:00.784710+00:00,182.819,0.314,91.855,3.85,0.834,7.212
2025-09-12T05:29:00.784710+00:00,179.455,0.363,91.484,3.775,0.751,7.15
2025-09-12T05:44:00.784710+00:00,179.703,0.327,92.568,3.867,0.66,7.196
2025-09-12T05:59:00.784710+00:00,175.286,0.188,91.866,3.69,0.98,7.233
2025-09-12T06:14:00.784710+00:00,178.619,0.303,92.109,3.658,0.83,7.302
2025-09-12T06:29:00.784710+00:00,157.031,0.377,90.721,3.758,0.782,7.165
2025-09-12T06:44:00.784710+00:00,167.128,0.235,91.021,3.751,0.679,7.217
2025-09-12T06:59:00.784710+00:00,155.201,0.32,87.405,3.634,0.72,7.257
2025-09-12T07:14:00.784710+00:00,166.553,0.389,89.473,3.794,0.722,7.069
2025-09-12T07:29:00.784710+00:00,175.523,0.268,91.401,3.825,0.737,7.268
2025-09-12T07:44:00.784710+00:00,156.633,0.301,84.311,3.604,0.763,7.13
2025-09-12T07:59:00.784710+00:00,159.481,0.231,88.136,3.758,0.567,7.216
2025-09-12T08:14:00.784710+00:00,162.558,0.373,88.0,3.432,0.472,7.205
2025-09-12T08:29:00.784710+00:00,138.022,0.283,89.061,3.693,0.644,7.251
2025-09-12T08:44:00.784710+00:00,148.468,0.285,87.089,3.522,0.411,7.213
2025-09-12T08:59:00.784710+00:00,153.674,0.346,85.344,3.653,0.569,7.033
2025-09-12T09:14:00.784710+00:00,125.735,0.307,85.521,3.483,0.534,7.123
2025-09-12T09:29:00.784710+00:00,139.296,0.226,82.721,3.54,0.642,7.174
2025-09-12T09:44:00.784710+00:00,154.173,0.233,82.959,3.466,0.808,7.149
2025-09-12T09:59:00.784710+00:00,151.708,0.287,80.625,3.5,0.325,7.185
2025-09-12T10:14:00.784710+00:00,145.066,0.227,85.851,3.65,0.82,7.2
2025-09-12T10:29:00.784710+00:00,147.594,0.149,83.378,3.483,0.509,7.185
2025-09-12T10:44:00.784710+00:00,140.805,0.249,80.268,3.648,0.568,7.131
2025-09-12T10:59:00.784710+00:00,142.165,0.174,82.29,3.437,0.347,7.03
2025-09-12T11:14:00.784710+00:00,133.93,0.326,83.738,3.577,0.628,7.11
2025-09-12T11:29:00.784710+00:00,136.216,0.251,83.104,3.318,0.505,7.159
2025-09-12T11:44:00.784710+00:00,129.17,0.195,78.99,3.417,0.485,7.066
2025-09-12T11:59:00.784710+00:00,143.388,0.203,74.335,3.389,0.253,7.167
2025-09-12T12:14:00.784710+00:00,144.617,0.141,81.181,3.548,0.488,7.181
2025-09-12T12:29:00.784710+00:00,142.767,0.179,78.435,3.434,0.576,7.132
2025-09-12T12:44:00.784710+00:00,127.867,0.283,81.304,3.248,0.441,6.939
2025-09-12T12:59:00.784710+00:00,123.029,0.343,81.844,3.306,0.607,7.045
2025-09-12T13:14:00.784710+00:00,140.529,0.267,82.089,3.327,0.599,7.234
2025-09-12T13:29:00.784710+00:00,134.445,0.226,83.302,3.481,0.384,7.087
2025-09-12T13:44:00.784710+00:00,132.631,0.208,82.271,3.47,0.652,7.001
2025-09-12T13:59:00.784710+00:00,124.971,0.182,83.318,3.382,0.465,7.194
2025-09-12T14:14:00.784710+00:00,133.611,0.333,82.631,3.364,0.466,7.121
2025-09-12T14:29:00.784710+00:00,121.817,0.222,82.894,3.468,0.474,7.188
2025-09-12T14:44:00.784710+00:00,135.992,0.338,80.001,3.324,0.473,7.139
2025-09-12T14:59:00.784710+00:00,142.495,0.303,77.66,3.456,0.2,7.151
2025-09-12T15:14:00.784710+00:00,145.179,0.148,85.391,3.455,0.449,7.147
2025-09-12T15:29:00.784710+00:00,138.585,0.204,80.772,3.41,0.312,7.17
2025-09-12T15:44:00.784710+00:00,122.763,0.205,83.354,3.471,0.677,7.267
2025-09-12T15:59:00.784710+00:00,136.413,0.237,80.076,3.456,0.678,7.191
2025-09-12T16:14:00.784710+00:00,153.074,0.241,83.414,3.497,0.597,7.041
2025-09-12T16:29:00.784710+00:00,130.233,0.397,76.933,3.361,0.474,7.166
2025-09-12T16:44:00.784710+00:00,138.031,0.196,81.365,3.528,0.39,7.211
2025-09-12T16:59:00.784710+00:00,151.228,0.265,82.376,3.573,0.441,7.219
2025-09-12T17:14:00.784710+00:00,146.358,0.287,83.909,3.53,0.762,7.125
2025-09-12T17:29:00.784710+00:00,162.843,0.26,85.559,3.565,0.456,7.225
2025-09-12T17:44:00.784710+00:00,138.793,0.27,81.678,3.522,0.267,7.215
2025-09-12T17:59:00.784710+00:00,138.457,0.216,85.655,3.617,0.684,7.318
2025-09-12T18:14:00.784710+00:00,157.946,0.278,87.272,3.566,0.752,7.123
2025-09-12T18:29:00.784710+00:00,140.415,0.302,90.008,3.484,0.783,4.353
2025-09-12T18:44:00.784710+00:00,150.279,0.297,87.239,3.658,0.72,7.16
2025-09-12T18:59:00.784710+00:00,153.235,0.314,85.425,3.477,0.752,7.154
2025-09-12T19:14:00.784710+00:00,163.981,0.361,84.326,3.647,0.627,7.135
2025-09-12T19:29:00.784710+00:00,162.559,0.341,91.058,3.61,0.384,7.028
2025-09-12T19:44:00.784710+00:00,163.263,0.303,89.408,3.622,0.649,7.173
2025-09-12T19:59:00.784710+00:00,158.351,0.245,88.423,3.688,0.733,7.226
2025-09-12T20:14:00.784710+00:00,173.247,0.278,85.759,3.634,0.654,7.18
2025-09-12T20:29:00.784710+00:00,197.675,0.302,87.664,3.748,0.661,7.331
2025-09-12T20:44:00.784710+00:00,172.917,0.33,91.31,3.728,0.58,7.221
2025-09-12T20:59:00.784710+00:00,170.07,0.298,91.269,3.69,0.587,7.302
2025-09-12T21:14:00.784710+00:00,160.737,0.279,87.171,3.862,0.94,7.245
2025-09-12T21:29:00.784710+00:00,167.819,0.271,92.818,3.786,0.956,7.284
2025-09-12T21:44:00.784710+00:00,172.953,0.252,88.891,3.835,0.742,7.256
2025-09-12T21:59:00.784710+00:00,172.067,0.326,95.194,3.912,0.786,7.326
2025-09-12T22:14:00.784710+00:00,177.826,0.268,93.343,3.924,0.645,7.251
2025-09-12T22:29:00.784710+00:00,193.713,0.295,92.418,3.872,0.85,7.282
2025-09-12T22:44:00.784710+00:00,190.916,0.329,95.722,3.813,0.993,7.278
2025-09-12T22:59:00.784710+00:00,181.029,0.285,94.822,3.735,0.607,7.242
2025-09-12T23:14:00.784710+00:00,173.899,0.374,97.112,3.876,0.854,7.287
2025-09-12T23:29:00.784710+00:00,195.428,0.395,94.943,3.957,0.87,7.4
2025-09-12T23:44:00.784710+00:00,185.395,0.333,95.352,3.907,0.875,7.253
2025-09-12T23:59:00.784710+00:00,172.923,0.341,94.767,3.611,1.015,7.296
2025-09-13T00:14:00.784710+00:00,193.268,0.391,96.096,3.964,1.067,7.349
2025-09-13T00:29:00.784710+00:00,196.489,0.33,99.166,3.975,0.799,7.344
2025-09-13T00:44:00.784710+00:00,169.47,0.328,94.933,3.881,0.911,7.278
2025-09-13T00:59:00.784710+00:00,182.751,0.428,97.37,3.989,0.843,7.135
2025-09-13T01:14:00.784710+00:00,188.808,0.413,94.415,3.963,0.759,7.31
2025-09-13T01:29:00.784710+00:00,195.785,0.4,92.11,3.86,0.868,7.147
2025-09-13T01:44:00.784710+00:00,185.872,0.416,96.692,4.017,0.917,7.368
2025-09-13T01:59:00.784710+00:00,183.301,0.271,97.018,3.814,0.861,7.29
2025-09-13T02:14:00.784710+00:00,195.607,0.437,96.022,3.91,0.728,7.339
2025-09-13T02:29:00.784710+00:00,185.748,0.388,93.181,3.899,0.776,7.225
2025-09-13T02:44:00.784710+00:00,193.409,0.418,96.679,3.843,0.773,7.184
2025-09-13T02:59:00.784710+00:00,179.634,0.386,96.468,3.929,0.723,7.292
2025-09-13T03:14:00.784710+00:00,177.038,0.367,93.989,4.004,0.856,7.272
2025-09-13T03:29:00.784710+00:00,193.111,0.349,92.859,3.992,0.863,7.243
2025-09-13T03:44:00.784710+00:00,188.185,0.379,94.831,3.943,0.924,7.275
2025-09-13T03:59:00.784710+00:00,119.317,0.343,96.38,3.741,0.696,7.433
2025-09-13T04:14:00.784710+00:00,179.763,0.399,95.618,3.761,0.722,7.314
2025-09-13T04:29:00.784710+00:00,176.436,0.274,92.706,3.871,0.969,7.324
2025-09-13T04:44:00.784710+00:00,192.358,0.323,94.398,3.844,0.754,7.308
2025-09-13T04:59:00.784710+00:00,167.872,0.449,95.531,3.795,0.767,7.342
2025-09-13T05:14:00.784710+00:00,188.565,0.312,91.02,3.975,0.732,7.238
2025-09-13T05:29:00.784710+00:00,187.535,0.328,93.08,3.818,0.878,7.122
2025-09-13T05:44:00.784710+00:00,182.197,0.292,95.202,3.84,0.871,7.23
2025-09-13T05:59:00.784710+00:00,168.093,0.349,89.524,3.861,0.852,7.285
2025-09-13T06:14:00.784710+00:00,165.284,0.291,93.92,3.772,0.709,7.173
2025-09-13T06:29:00.784710+00:00,168.307,0.314,94.37,3.96,0.588,7.216
2025-09-13T06:44:00.784710+00:00,157.755,0.361,90.198,3.662,0.911,7.18
2025-09-13T06:59:00.784710+00:00,158.514,0.28,89.458,3.673,0.77,7.307
2025-09-13T07:14:00.784710+00:00,169.432,0.349,91.704,3.63,0.599,7.256
2025-09-13T07:29:00.784710+00:00,167.517,0.347,88.755,3.815,0.811,7.245
2025-09-13T07:44:00.784710+00:00,151.964,0.354,83.908,3.738,0.562,7.238
2025-09-13T07:59:00.784710+00:00,163.806,0.303,87.903,3.614,0.782,7.193
2025-09-13T08:14:00.784710+00:00,160.075,0.454,88.53,3.572,0.777,7.202
2025-09-13T08:29:00.784710+00:00,166.579,0.34,88.562,3.736,0.475,7.114
2025-09-13T08:44:00.784710+00:00,157.135,0.299,84.819,3.638,0.642,7.049
2025-09-13T08:59:00.784710+00:00,159.164,0.234,85.547,3.707,0.653,7.184
2025-09-13T09:14:00.784710+00:00,152.666,0.269,87.559,3.574,0.861,7.19
2025-09-13T09:29:00.784710+00:00,154.891,0.341,85.015,3.605,0.445,7.238
2025-09-13T09:44:00.784710+00:00,135.012,0.351,81.623,3.574,0.694,7.255
2025-09-13T09:59:00.784710+00:00,142.655,0.336,86.718,3.486,0.513,7.251
2025-09-13T10:14:00.784710+00:00,141.707,0.297,83.395,3.511,0.35,7.092
2025-09-13T10:29:00.784710+00:00,138.537,0.192,85.607,3.415,0.474,7.127
2025-09-13T10:44:00.784710+00:00,142.589,0.275,80.257,3.538,0.479,7.173
2025-09-13T10:59:00.784710+00:00,142.753,0.186,82.454,3.548,0.342,7.292
2025-09-13T11:14:00.784710+00:00,139.553,0.171,83.388,3.556,0.497,7.226
2025-09-13T11:29:00.784710+00:00,133.837,0.254,81.895,3.52,0.567,7.201
2025-09-13T11:44:00.784710+00:00,128.31,0.266,79.431,3.448,0.473,7.108
2025-09-13T11:59:00.784710+00:00,142.028,0.283,76.781,3.575,0.372,7.076
2025-09-13T12:14:00.784710+00:00,135.217,0.261,84.39,3.516,0.413,7.174
2025-09-13T12:29:00.784710+00:00,123.557,0.261,81.659,3.549,0.425,7.059
2025-09-13T12:44:00.784710+00:00,129.564,0.183,83.349,3.55,0.448,7.109
2025-09-13T12:59:00.784710+00:00,116.7,0.226,82.758,3.42,0.551,7.115
2025-09-13T13:14:00.784710+00:00,130.587,0.155,82.013,3.458,0.448,7.216
2025-09-13T13:29:00.784710+00:00,128.502,0.13,80.129,3.488,0.245,7.099
2025-09-13T13:44:00.784710+00:00,125.406,0.267,81.738,3.333,0.345,6.974
2025-09-13T13:59:00.784710+00:00,142.721,0.192,83.645,3.336,0.432,7.15
2025-09-13T14:14:00.784710+00:00,120.965,0.274,81.001,3.323,0.547,7.079
2025-09-13T14:29:00.784710+00:00,136.163,0.287,84.728,3.421,0.57,7.124
2025-09-13T14:44:00.784710+00:00,148.429,0.201,78.049,3.407,0.629,7.117
2025-09-13T14:59:00.784710+00:00,140.103,0.263,77.99,3.324,0.435,7.108
2025-09-13T15:14:00.784710+00:00,131.903,0.202,83.369,3.456,0.515,7.173
2025-09-13T15:29:00.784710+00:00,123.873,0.145,79.976,3.443,0.254,7.036
2025-09-13T15:44:00.784710+00:00,122.955,0.245,85.952,3.553,0.485,7.099
2025-09-13T15:59:00.784710+00:00,131.577,0.218,84.822,3.629,0.311,7.174
2025-09-13T16:14:00.784710+00:00,130.499,0.222,85.632,3.514,0.44,7.099
2025-09-13T16:29:00.784710+00:00,131.468,0.346,84.564,3.432,0.818,7.043
2025-09-13T16:44:00.784710+00:00,135.94,0.174,81.315,3.551,0.5,7.183
2025-09-13T16:59:00.784710+00:00,139.151,0.272,80.228,3.512,0.368,7.214
2025-09-13T17:14:00.784710+00:00,145.354,0.207,86.948,3.504,0.531,7.148
2025-09-13T17:29:00.784710+00:00,133.154,0.306,81.391,3.468,0.43,7.037
2025-09-13T17:44:00.784710+00:00,139.254,0.279,88.011,3.514,0.387,7.202
2025-09-13T17:59:00.784710+00:00,145.156,0.287,86.65,3.551,0.766,7.064
2025-09-13T18:14:00.784710+00:00,146.65,0.225,85.643,3.645,0.653,7.187
2025-09-13T18:29:00.784710+00:00,164.735,0.238,87.177,3.637,0.578,7.12
2025-09-13T18:44:00.784710+00:00,153.774,0.328,87.733,3.758,0.501,7.109
2025-09-13T18:59:00.784710+00:00,140.915,0.374,86.917,3.682,0.523,7.157
2025-09-13T19:14:00.784710+00:00,159.103,0.314,90.698,3.678,0.758,7.178
2025-09-13T19:29:00.784710+00:00,162.075,0.25,91.16,3.636,0.622,7.155
2025-09-13T19:44:00.784710+00:00,158.671,0.316,89.222,3.594,0.228,7.234
2025-09-13T19:59:00.784710+00:00,151.928,0.425,88.244,3.648,0.901,7.178
2025-09-13T20:14:00.784710+00:00,177.656,0.314,92.588,3.654,0.645,7.268
2025-09-13T20:29:00.784710+00:00,156.974,0.386,86.459,3.522,0.677,7.232
2025-09-13T20:44:00.784710+00:00,172.736,0.28,91.913,3.662,0.778,7.178
2025-09-13T20:59:00.784710+00:00,170.936,0.32,93.017,3.887,0.716,7.173
2025-09-13T21:14:00.784710+00:00,175.987,0.357,90.383,3.804,0.761,7.131
2025-09-13T21:29:00.784710+00:00,186.633,0.35,94.477,3.759,0.632,7.252
2025-09-13T21:44:00.784710+00:00,179.213,0.296,92.951,3.836,0.547,7.218
2025-09-13T21:59:00.784710+00:00,171.929,0.298,92.37,3.662,0.739,7.101
2025-09-13T22:14:00.784710+00:00,186.855,0.391,95.827,3.855,0.887,7.216
2025-09-13T22:29:00.784710+00:00,174.49,0.405,92.147,3.947,0.647,7.198
2025-09-13T22:44:00.784710+00:00,182.294,0.425,96.453,3.848,0.647,7.351
2025-09-13T22:59:00.784710+00:00,171.999,0.442,91.122,3.727,0.889,7.157
2025-09-13T23:14:00.784710+00:00,175.339,0.362,96.005,3.846,0.696,7.176
2025-09-13T23:29:00.784710+00:00,185.177,0.342,95.84,3.992,0.708,7.333
2025-09-13T23:44:00.784710+00:00,188.765,0.428,94.965,3.919,0.719,7.35
2025-09-13T23:59:00.784710+00:00,173.146,0.398,97.085,3.793,0.762,7.227
2025-09-14T00:14:00.784710+00:00,191.572,0.315,96.378,4.103,0.586,7.236
2025-09-14T00:29:00.784710+00:00,181.75,0.314,98.846,3.819,0.715,7.312
2025-09-14T00:44:00.784710+00:00,199.132,0.392,98.024,3.905,0.81,7.137
2025-09-14T00:59:00.784710+00:00,186.545,0.36,97.943,3.846,0.812,7.167
2025-09-14T01:14:00.784710+00:00,180.712,0.368,97.722,3.849,0.926,7.262
2025-09-14T01:29:00.784710+00:00,190.52,0.423,96.261,3.898,1.009,7.373
2025-09-14T01:44:00.784710+00:00,182.669,0.408,96.634,3.986,0.97,7.254
2025-09-14T01:59:00.784710+00:00,200.106,0.436,97.733,4.038,0.897,7.286
2025-09-14T02:14:00.784710+00:00,189.786,0.273,96.854,3.902,0.768,7.347
2025-09-14T02:29:00.784710+00:00,188.269,0.381,99.353,3.85,0.708,7.405
2025-09-14T02:44:00.784710+00:00,193.791,0.403,97.214,3.966,0.782,7.243
2025-09-14T02:59:00.784710+00:00,180.466,0.29,97.642,3.964,0.846,7.275
2025-09-14T03:14:00.784710+00:00,177.519,0.332,93.915,3.937,0.869,7.384
2025-09-14T03:29:00.784710+00:00,190.307,0.321,98.406,3.934,0.84,7.181
2025-09-14T03:44:00.784710+00:00,177.335,0.362,95.125,3.895,0.744,7.331
2025-09-14T03:59:00.784710+00:00,176.312,0.44,93.94,3.752,0.845,7.206
2025-09-14T04:14:00.784710+00:00,190.679,0.457,99.027,3.872,0.894,7.27
2025-09-14T04:29:00.784710+00:00,186.955,0.312,96.812,3.962,0.84,7.246
2025-09-14T04:44:00.784710+00:00,171.396,0.376,97.026,4.044,0.721,7.2
2025-09-14T04:59:00.784710+00:00,175.054,0.375,95.613,3.868,0.615,7.194
2025-09-14T05:14:00.784710+00:00,171.272,0.363,94.126,3.841,0.602,7.266
2025-09-14T05:29:00.784710+00:00,191.127,0.359,93.34,3.849,0.612,7.305
2025-09-14T05:44:00.784710+00:00,182.508,0.351,95.026,3.762,0.713,7.233
2025-09-14T05:59:00.784710+00:00,170.17,0.416,95.283,3.862,0.732,7.24
2025-09-14T06:14:00.784710+00:00,176.366,0.383,92.417,3.822,0.488,7.266
2025-09-14T06:29:00.784710+00:00,159.076,0.27,96.22,3.738,0.584,7.168
2025-09-14T06:44:00.784710+00:00,162.671,0.359,91.191,3.828,0.661,7.266
2025-09-14T06:59:00.784710+00:00,166.983,0.359,88.299,3.742,0.511,7.266
2025-09-14T07:14:00.784710+00:00,167.827,0.326,87.138,3.647,0.657,7.367
2025-09-14T07:29:00.784710+00:00,161.478,0.362,86.695,3.736,0.555,7.183
2025-09-14T07:44:00.784710+00:00,162.279,0.31,88.73,3.711,0.491,7.173
2025-09-14T07:59:00.784710+00:00,158.959,0.306,88.58,3.753,0.571,7.242
2025-09-14T08:14:00.784710+00:00,155.067,0.298,89.897,3.726,0.598,7.239
2025-09-14T08:29:00.784710+00:00,152.066,0.186,87.967,3.635,0.436,7.153
2025-09-14T08:44:00.784710+00:00,149.108,0.279,89.21,3.59,0.495,7.156
2025-09-14T08:59:00.784710+00:00,152.489,0.245,87.121,3.613,0.567,7.207
2025-09-14T09:14:00.784710+00:00,152.076,0.215,86.576,3.626,0.407,7.12
2025-09-14T09:29:00.784710+00:00,148.579,0.341,84.925,3.621,0.287,7.141
2025-09-14T09:44:00.784710+00:00,135.823,0.291,88.471,3.592,0.289,7.166
2025-09-14T09:59:00.784710+00:00,135.583,0.26,82.125,3.547,0.412,7.216
2025-09-14T10:14:00.784710+00:00,145.158,0.23,85.372,3.621,0.293,7.116
2025-09-14T10:29:00.784710+00:00,152.21,0.269,84.008,3.475,0.398,7.037
2025-09-14T10:44:00.784710+00:00,140.21,0.301,85.56,3.715,0.63,7.029
2025-09-14T10:59:00.784710+00:00,134.341,0.206,83.603,3.567,0.255,7.065
2025-09-14T11:14:00.784710+00:00,138.169,0.245,83.336,3.405,0.378,7.058
2025-09-14T11:29:00.784710+00:00,126.121,0.286,82.486,3.501,0.659,7.125
2025-09-14T11:44:00.784710+00:00,144.634,0.143,85.535,3.539,0.445,7.06
2025-09-14T11:59:00.784710+00:00,134.713,0.235,82.512,3.442,0.345,7.086
2025-09-14T12:14:00.784710+00:00,127.037,0.214,86.236,3.344,0.364,7.08
2025-09-14T12:29:00.784710+00:00,130.35,0.227,82.662,3.374,0.429,7.098
2025-09-14T12:44:00.784710+00:00,126.88,0.207,82.014,3.496,0.577,7.202
2025-09-14T12:59:00.784710+00:00,141.126,0.238,81.567,3.309,0.306,7.161
2025-09-14T13:14:00.784710+00:00,128.677,0.327,82.906,3.33,0.276,7.122
2025-09-14T13:29:00.784710+00:00,131.327,0.214,80.554,3.488,0.2,7.093
2025-09-14T13:44:00.784710+00:00,134.591,0.245,82.01,3.427,0.376,7.094
2025-09-14T13:59:00.784710+00:00,124.121,0.33,81.757,3.389,0.2,7.14
2025-09-14T14:14:00.784710+00:00,131.771,0.203,82.448,3.407,0.309,7.156
2025-09-14T14:29:00.784710+00:00,132.719,0.322,82.588,3.332,0.257,7.067
2025-09-14T14:44:00.784710+00:00,118.519,0.232,82.816,3.492,0.497,7.125
2025-09-14T14:59:00.784710+00:00,133.526,0.323,82.36,3.393,0.311,7.002
2025-09-14T15:14:00.784710+00:00,131.814,0.273,85.498,3.421,0.423,7.139
2025-09-14T15:29:00.784710+00:00,134.013,0.252,83.427,3.498,0.2,7.174
2025-09-14T15:44:00.784710+00:00,134.169,0.236,88.046,3.458,0.402,7.114
2025-09-14T15:59:00.784710+00:00,136.979,0.21,83.216,3.431,0.248,7.242
2025-09-14T16:14:00.784710+00:00,146.734,0.248,85.346,3.338,0.348,7.083
2025-09-14T16:29:00.784710+00:00,127.831,0.292,82.314,3.537,0.672,7.152
2025-09-14T16:44:00.784710+00:00,135.859,0.249,86.933,3.525,0.527,7.141
2025-09-14T16:59:00.784710+00:00,145.35,0.238,83.111,3.489,0.409,7.141
2025-09-14T17:14:00.784710+00:00,145.372,0.244,85.844,3.46,0.818,7.144
2025-09-14T17:29:00.784710+00:00,146.785,0.31,84.836,3.558,0.334,7.161
2025-09-14T17:44:00.784710+00:00,166.797,0.326,86.721,3.609,0.594,7.21
2025-09-14T17:59:00.784710+00:00,151.405,0.235,85.817,3.593,0.282,7.247
2025-09-14T18:14:00.784710+00:00,157.321,0.239,85.193,3.731,0.448,7.169
2025-09-14T18:29:00.784710+00:00,147.649,0.296,86.727,3.672,0.327,7.223
2025-09-14T18:44:00.784710+00:00,144.036,0.358,90.863,3.623,0.531,7.137
2025-09-14T18:59:00.784710+00:00,151.374,0.343,89.233,3.707,0.52,7.23
2025-09-14T19:14:00.784710+00:00,161.518,0.228,86.247,3.668,0.488,7.143
2025-09-14T19:29:00.784710+00:00,161.03,0.282,91.546,3.684,0.669,7.26
2025-09-14T19:44:00.784710+00:00,162.964,0.253,88.106,3.801,0.482,7.332
2025-09-14T19:59:00.784710+00:00,159.986,0.291,91.909,3.642,0.602,7.197
2025-09-14T20:14:00.784710+00:00,160.666,0.389,92.06,3.732,0.674,7.078
2025-09-14T20:29:00.784710+00:00,164.158,0.242,92.714,3.842,0.41,7.182
2025-09-14T20:44:00.784710+00:00,173.309,0.237,95.709,3.787,0.51,7.294
2025-09-14T20:59:00.784710+00:00,176.123,0.28,90.857,3.749,0.619,7.258
2025-09-14T21:14:00.784710+00:00,163.191,0.341,94.238,3.658,0.7,7.245
2025-09-14T21:29:00.784710+00:00,179.136,0.361,96.024,3.628,0.806,7.295
2025-09-14T21:44:00.784710+00:00,169.571,0.356,92.693,3.99,0.621,7.268
2025-09-14T21:59:00.784710+00:00,180.205,0.397,92.945,3.863,0.619,7.317
2025-09-14T22:14:00.784710+00:00,176.524,0.254,94.3,3.805,0.563,7.303
2025-09-14T22:29:00.784710+00:00,192.114,0.405,95.942,3.893,0.717,7.344
2025-09-14T22:44:00.784710+00:00,177.688,0.333,92.866,3.801,0.651,7.278
2025-09-14T22:59:00.784710+00:00,183.816,0.389,97.161,3.862,0.662,7.314
2025-09-14T23:14:00.784710+00:00,188.499,0.289,93.587,3.824,0.691,7.245
2025-09-14T23:29:00.784710+00:00,177.811,0.358,99.31,3.796,0.776,7.23
2025-09-14T23:44:00.784710+00:00,185.271,0.372,98.041,3.749,0.649,7.371
2025-09-14T23:59:00.784710+00:00,184.662,0.42,100.0,3.798,0.63,7.284
2025-09-15T00:14:00.784710+00:00,183.509,0.285,98.842,4.015,0.779,7.322
2025-09-15T00:29:00.784710+00:00,184.809,0.368,97.093,3.86,0.368,7.283
2025-09-15T00:44:00.784710+00:00,197.808,0.313,96.271,3.987,0.662,7.242
2025-09-15T00:59:00.784710+00:00,184.586,0.394,98.48,4.025,0.599,7.279
2025-09-15T01:14:00.784710+00:00,194.241,0.408,98.041,3.952,0.884,7.365
2025-09-15T01:29:00.784710+00:00,192.435,0.434,100.0,3.929,0.687,7.313
