ts,tag,value,unit,quality,meta
2025-09-10T21:44:00.784710+00:00,bombeamento/vazao,168.605,m3/h,True,"{""sim"": true}"
2025-09-10T21:59:00.784710+00:00,pressao/linha1,3.855,bar,True,"{""sim"": true}"
2025-09-10T21:59:00.784710+00:00,qualidade/ph,7.277,pH,True,"{""sim"": true}"
2025-09-10T21:59:00.784710+00:00,bombeamento/vazao,182.165,m3/h,True,"{""sim"": true}"
2025-09-10T21:59:00.784710+00:00,decantacao/turbidez,0.422,NTU,True,"{""sim"": true}"
2025-09-10T21:59:00.784710+00:00,qualidade/cloro,0.802,mg/L,True,"{""sim"": true}"
2025-09-10T21:59:00.784710+00:00,nivel/reservatorio,89.009,%,True,"{""sim"": true}"
2025-09-10T22:14:00.784710+00:00,qualidade/ph,7.25,pH,True,"{""sim"": true}"
2025-09-10T22:14:00.784710+00:00,decantacao/turbidez,0.359,NTU,True,"{""sim"": true}"
2025-09-10T22:14:00.784710+00:00,pressao/linha1,3.851,bar,True,"{""sim"": true}"
2025-09-10T22:14:00.784710+00:00,bombeamento/vazao,182.449,m3/h,True,"{""sim"": true}"
2025-09-10T22:14:00.784710+00:00,nivel/reservatorio,92.259,%,True,"{""sim"": true}"
2025-09-10T22:14:00.784710+00:00,qualidade/cloro,0.747,mg/L,True,"{""sim"": true}"
2025-09-10T22:29:00.784710+00:00,nivel/reservatorio,89.508,%,True,"{""sim"": true}"
2025-09-10T22:29:00.784710+00:00,qualidade/cloro,0.744,mg/L,True,"{""sim"": true}"
2025-09-10T22:29:00.784710+00:00,qualidade/ph,7.203,pH,True,"{""sim"": true}"
2025-09-10T22:29:00.784710+00:00,bombeamento/vazao,168.104,m3/h,True,"{""sim"": true}"
2025-09-10T22:29:00.784710+00:00,pressao/linha1,3.726,bar,True,"{""sim"": true}"
2025-09-10T22:29:00.784710+00:00,decantacao/turbidez,0.324,NTU,True,"{""sim"": true}"
2025-09-10T22:44:00.784710+00:00,qualidade/ph,7.26,pH,True,"{""sim"": true}"
2025-09-10T22:44:00.784710+00:00,qualidade/cloro,1.012,mg/L,True,"{""sim"": true}"
2025-09-10T22:44:00.784710+00:00,bombeamento/vazao,171.818,m3/h,True,"{""sim"": true}"
2025-09-10T22:44:00.784710+00:00,decantacao/turbidez,0.302,NTU,True,"{""sim"": true}"
2025-09-10T22:44:00.784710+00:00,pressao/linha1,3.794,bar,True,"{""sim"": true}"
2025-09-10T22:44:00.784710+00:00,nivel/reservatorio,93.813,%,True,"{""sim"": true}"
2025-09-10T22:59:00.784710+00:00,qualidade/cloro,0.889,mg/L,True,"{""sim"": true}"
2025-09-10T22:59:00.784710+00:00,decantacao/turbidez,0.326,NTU,True,"{""sim"": true}"
2025-09-10T22:59:00.784710+00:00,qualidade/ph,7.258,pH,True,"{""sim"": true}"
2025-09-10T22:59:00.784710+00:00,nivel/reservatorio,90.798,%,True,"{""sim"": true}"
2025-09-10T22:59:00.784710+00:00,bombeamento/vazao,161.921,m3/h,True,"{""sim"": true}"
2025-09-10T22:59:00.784710+00:00,pressao/linha1,3.774,bar,True,"{""sim"": true}"
2025-09-10T23:14:00.784710+00:00,nivel/reservatorio,90.593,%,True,"{""sim"": true}"
2025-09-10T23:14:00.784710+00:00,decantacao/turbidez,0.295,NTU,True,"{""sim"": true}"
2025-09-10T23:14:00.784710+00:00,pressao/linha1,3.686,bar,True,"{""sim"": true}"
2025-09-10T23:14:00.784710+00:00,qualidade/cloro,0.827,mg/L,True,"{""sim"": true}"
2025-09-10T23:14:00.784710+00:00,bombeamento/vazao,188.247,m3/h,True,"{""sim"": true}"
2025-09-10T23:14:00.784710+00:00,qualidade/ph,7.274,pH,True,"{""sim"": true}"
2025-09-10T23:29:00.784710+00:00,decantacao/turbidez,0.402,NTU,True,"{""sim"": true}"
2025-09-10T23:29:00.784710+00:00,nivel/reservatorio,91.417,%,True,"{""sim"": true}"
2025-09-10T23:29:00.784710+00:00,pressao/linha1,3.822,bar,True,"{""sim"": true}"
2025-09-10T23:29:00.784710+00:00,qualidade/cloro,0.839,mg/L,True,"{""sim"": true}"
2025-09-10T23:29:00.784710+00:00,qualidade/ph,7.398,pH,True,"{""sim"": true}"
2025-09-10T23:29:00.784710+00:00,bombeamento/vazao,182.56,m3/h,True,"{""sim"": true}"
2025-09-10T23:44:00.784710+00:00,qualidade/cloro,0.84,mg/L,True,"{""sim"": true}"
2025-09-10T23:44:00.784710+00:00,pressao/linha1,3.987,bar,True,"{""sim"": true}"
2025-09-10T23:44:00.784710+00:00,qualidade/ph,7.237,pH,True,"{""sim"": true}"
2025-09-10T23:44:00.784710+00:00,decantacao/turbidez,0.321,NTU,True,"{""sim"": true}"
2025-09-10T23:44:00.784710+00:00,bombeamento/vazao,184.423,m3/h,True,"{""sim"": true}"
2025-09-10T23:44:00.784710+00:00,nivel/reservatorio,92.029,%,True,"{""sim"": true}"
2025-09-10T23:59:00.784710+00:00,qualidade/ph,7.296,pH,True,"{""sim"": true}"
2025-09-10T23:59:00.784710+00:00,pressao/linha1,3.711,bar,True,"{""sim"": true}"
2025-09-10T23:59:00.784710+00:00,bombeamento/vazao,173.144,m3/h,True,"{""sim"": true}"
2025-09-10T23:59:00.784710+00:00,qualidade/cloro,0.857,mg/L,True,"{""sim"": true}"
2025-09-10T23:59:00.784710+00:00,nivel/reservatorio,94.21,%,True,"{""sim"": true}"
2025-09-10T23:59:00.784710+00:00,decantacao/turbidez,0.417,NTU,True,"{""sim"": true}"
2025-09-11T00:14:00.784710+00:00,nivel/reservatorio,93.774,%,True,"{""sim"": true}"
2025-09-11T00:14:00.784710+00:00,qualidade/cloro,0.767,mg/L,True,"{""sim"": true}"
2025-09-11T00:14:00.784710+00:00,pressao/linha1,3.853,bar,True,"{""sim"": true}"
2025-09-11T00:14:00.784710+00:00,qualidade/ph,7.337,pH,True,"{""sim"": true}"
2025-09-11T00:14:00.784710+00:00,bombeamento/vazao,178.732,m3/h,True,"{""sim"": true}"
2025-09-11T00:14:00.784710+00:00,decantacao/turbidez,0.344,NTU,True,"{""sim"": true}"
2025-09-11T00:29:00.784710+00:00,nivel/reservatorio,91.648,%,True,"{""sim"": true}"
2025-09-11T00:29:00.784710+00:00,qualidade/cloro,0.892,mg/L,True,"{""sim"": true}"
2025-09-11T00:29:00.784710+00:00,qualidade/ph,7.281,pH,True,"{""sim"": true}"
2025-09-11T00:29:00.784710+00:00,pressao/linha1,3.857,bar,True,"{""sim"": true}"
2025-09-11T00:29:00.784710+00:00,decantacao/turbidez,0.314,NTU,True,"{""sim"": true}"
2025-09-11T00:29:00.784710+00:00,bombeamento/vazao,184.416,m3/h,True,"{""sim"": true}"
2025-09-11T00:44:00.784710+00:00,nivel/reservatorio,93.953,%,True,"{""sim"": true}"
2025-09-11T00:44:00.784710+00:00,bombeamento/vazao,183.463,m3/h,True,"{""sim"": true}"
2025-09-11T00:44:00.784710+00:00,qualidade/ph,7.417,pH,True,"{""sim"": true}"
2025-09-11T00:44:00.784710+00:00,qualidade/cloro,0.883,mg/L,True,"{""sim"": true}"
2025-09-11T00:44:00.784710+00:00,decantacao/turbidez,0.346,NTU,True,"{""sim"": true}"
2025-09-11T00:44:00.784710+00:00,pressao/linha1,3.89,bar,True,"{""sim"": true}"
2025-09-11T00:59:00.784710+00:00,qualidade/cloro,0.838,mg/L,True,"{""sim"": true}"
2025-09-11T00:59:00.784710+00:00,bombeamento/vazao,190.263,m3/h,True,"{""sim"": true}"
2025-09-11T00:59:00.784710+00:00,qualidade/ph,7.256,pH,True,"{""sim"": true}"
2025-09-11T00:59:00.784710+00:00,nivel/reservatorio,91.859,%,True,"{""sim"": true}"
2025-09-11T00:59:00.784710+00:00,pressao/linha1,3.794,bar,True,"{""sim"": true}"
2025-09-11T00:59:00.784710+00:00,decantacao/turbidez,0.237,NTU,True,"{""sim"": true}"
2025-09-11T01:14:00.784710+00:00,pressao/linha1,3.76,bar,True,"{""sim"": true}"
2025-09-11T01:14:00.784710+00:00,bombeamento/vazao,194.34,m3/h,True,"{""sim"": true}"
2025-09-11T01:14:00.784710+00:00,decantacao/turbidez,0.363,NTU,True,"{""sim"": true}"
2025-09-11T01:14:00.784710+00:00,qualidade/cloro,0.95,mg/L,True,"{""sim"": true}"
2025-09-11T01:14:00.784710+00:00,qualidade/ph,7.299,pH,True,"{""sim"": true}"
2025-09-11T01:14:00.784710+00:00,nivel/reservatorio,95.537,%,True,"{""sim"": true}"
2025-09-11T01:29:00.784710+00:00,qualidade/ph,7.232,pH,True,"{""sim"": true}"
2025-09-11T01:29:00.784710+00:00,qualidade/cloro,0.961,mg/L,True,"{""sim"": true}"
2025-09-11T01:29:00.784710+00:00,pressao/linha1,3.766,bar,True,"{""sim"": true}"
2025-09-11T01:29:00.784710+00:00,bombeamento/vazao,208.055,m3/h,True,"{""sim"": true}"
2025-09-11T01:29:00.784710+00:00,nivel/reservatorio,95.974,%,True,"{""sim"": true}"
2025-09-11T01:29:00.784710+00:00,decantacao/turbidez,0.361,NTU,True,"{""sim"": true}"
2025-09-11T01:44:00.784710+00:00,pressao/linha1,3.984,bar,True,"{""sim"": true}"
2025-09-11T01:44:00.784710+00:00,bombeamento/vazao,189.836,m3/h,True,"{""sim"": true}"
2025-09-11T01:44:00.784710+00:00,qualidade/cloro,0.865,mg/L,True,"{""sim"": true}"
2025-09-11T01:44:00.784710+00:00,qualidade/ph,7.259,pH,True,"{""sim"": true}"
2025-09-11T01:44:00.784710+00:00,decantacao/turbidez,0.411,NTU,True,"{""sim"": true}"
2025-09-11T01:44:00.784710+00:00,nivel/reservatorio,94.308,%,True,"{""sim"": true}"
2025-09-11T01:59:00.784710+00:00,qualidade/cloro,0.914,mg/L,True,"{""sim"": true}"
2025-09-11T01:59:00.784710+00:00,pressao/linha1,3.798,bar,True,"{""sim"": true}"
2025-09-11T01:59:00.784710+00:00,bombeamento/vazao,198.888,m3/h,True,"{""sim"": true}"
2025-09-11T01:59:00.784710+00:00,nivel/reservatorio,94.901,%,True,"{""sim"": true}"
2025-09-11T01:59:00.784710+00:00,qualidade/ph,7.295,pH,True,"{""sim"": true}"
2025-09-11T01:59:00.784710+00:00,decantacao/turbidez,0.276,NTU,True,"{""sim"": true}"
2025-09-11T02:14:00.784710+00:00,nivel/reservatorio,97.83,%,True,"{""sim"": true}"
2025-09-11T02:14:00.784710+00:00,qualidade/cloro,1.189,mg/L,True,"{""sim"": true}"
2025-09-11T02:14:00.784710+00:00,qualidade/ph,7.33,pH,True,"{""sim"": true}"
2025-09-11T02:14:00.784710+00:00,pressao/linha1,3.836,bar,True,"{""sim"": true}"
2025-09-11T02:14:00.784710+00:00,bombeamento/vazao,183.165,m3/h,True,"{""sim"": true}"
2025-09-11T02:14:00.784710+00:00,decantacao/turbidez,0.428,NTU,True,"{""sim"": true}"
2025-09-11T02:29:00.784710+00:00,qualidade/ph,7.298,pH,True,"{""sim"": true}"
2025-09-11T02:29:00.784710+00:00,decantacao/turbidez,0.41,NTU,True,"{""sim"": true}"
2025-09-11T02:29:00.784710+00:00,bombeamento/vazao,176.118,m3/h,True,"{""sim"": true}"
2025-09-11T02:29:00.784710+00:00,pressao/linha1,4.042,bar,True,"{""sim"": true}"
2025-09-11T02:29:00.784710+00:00,qualidade/cloro,1.182,mg/L,True,"{""sim"": true}"
2025-09-11T02:29:00.784710+00:00,nivel/reservatorio,93.944,%,True,"{""sim"": true}"
2025-09-11T02:44:00.784710+00:00,pressao/linha1,3.812,bar,True,"{""sim"": true}"
2025-09-11T02:44:00.784710+00:00,qualidade/ph,7.353,pH,True,"{""sim"": true}"
2025-09-11T02:44:00.784710+00:00,qualidade/cloro,0.798,mg/L,True,"{""sim"": true}"
2025-09-11T02:44:00.784710+00:00,bombeamento/vazao,186.286,m3/h,True,"{""sim"": true}"
2025-09-11T02:44:00.784710+00:00,decantacao/turbidez,0.431,NTU,True,"{""sim"": true}"
2025-09-11T02:44:00.784710+00:00,nivel/reservatorio,92.27,%,True,"{""sim"": true}"
2025-09-11T02:59:00.784710+00:00,nivel/reservatorio,95.183,%,True,"{""sim"": true}"
2025-09-11T02:59:00.784710+00:00,bombeamento/vazao,175.784,m3/h,True,"{""sim"": true}"
2025-09-11T02:59:00.784710+00:00,qualidade/cloro,0.81,mg/L,True,"{""sim"": true}"
2025-09-11T02:59:00.784710+00:00,qualidade/ph,7.27,pH,True,"{""sim"": true}"
2025-09-11T02:59:00.784710+00:00,pressao/linha1,3.894,bar,True,"{""sim"": true}"
2025-09-11T02:59:00.784710+00:00,decantacao/turbidez,0.364,NTU,True,"{""sim"": true}"
2025-09-11T03:14:00.784710+00:00,qualidade/ph,7.254,pH,True,"{""sim"": true}"
2025-09-11T03:14:00.784710+00:00,bombeamento/vazao,188.023,m3/h,True,"{""sim"": true}"
2025-09-11T03:14:00.784710+00:00,pressao/linha1,3.946,bar,True,"{""sim"": true}"
2025-09-11T03:14:00.784710+00:00,qualidade/cloro,0.788,mg/L,True,"{""sim"": true}"
2025-09-11T03:14:00.784710+00:00,nivel/reservatorio,91.594,%,True,"{""sim"": true}"
2025-09-11T03:14:00.784710+00:00,decantacao/turbidez,0.416,NTU,True,"{""sim"": true}"
2025-09-11T03:29:00.784710+00:00,nivel/reservatorio,93.24,%,True,"{""sim"": true}"
2025-09-11T03:29:00.784710+00:00,qualidade/ph,7.435,pH,True,"{""sim"": true}"
2025-09-11T03:29:00.784710+00:00,pressao/linha1,3.936,bar,True,"{""sim"": true}"
2025-09-11T03:29:00.784710+00:00,qualidade/cloro,1.036,mg/L,True,"{""sim"": true}"
2025-09-11T03:29:00.784710+00:00,decantacao/turbidez,0.29,NTU,True,"{""sim"": true}"
2025-09-11T03:29:00.784710+00:00,bombeamento/vazao,180.881,m3/h,True,"{""sim"": true}"
2025-09-11T03:44:00.784710+00:00,decantacao/turbidez,0.397,NTU,True,"{""sim"": true}"
2025-09-11T03:44:00.784710+00:00,pressao/linha1,3.741,bar,True,"{""sim"": true}"
2025-09-11T03:44:00.784710+00:00,bombeamento/vazao,170.594,m3/h,True,"{""sim"": true}"
2025-09-11T03:44:00.784710+00:00,qualidade/ph,7.294,pH,True,"{""sim"": true}"
2025-09-11T03:44:00.784710+00:00,qualidade/cloro,0.855,mg/L,True,"{""sim"": true}"
2025-09-11T03:44:00.784710+00:00,nivel/reservatorio,92.234,%,True,"{""sim"": true}"
2025-09-11T03:59:00.784710+00:00,bombeamento/vazao,199.108,m3/h,True,"{""sim"": true}"
2025-09-11T03:59:00.784710+00:00,pressao/linha1,3.782,bar,True,"{""sim"": true}"
2025-09-11T03:59:00.784710+00:00,qualidade/ph,7.224,pH,True,"{""sim"": true}"
2025-09-11T03:59:00.784710+00:00,decantacao/turbidez,0.32,NTU,True,"{""sim"": true}"
2025-09-11T03:59:00.784710+00:00,nivel/reservatorio,91.769,%,True,"{""sim"": true}"
2025-09-11T03:59:00.784710+00:00,qualidade/cloro,0.925,mg/L,True,"{""sim"": true}"
2025-09-11T04:14:00.784710+00:00,bombeamento/vazao,179.802,m3/h,True,"{""sim"": true}"
2025-09-11T04:14:00.784710+00:00,nivel/reservatorio,92.385,%,True,"{""sim"": true}"
2025-09-11T04:14:00.784710+00:00,qualidade/ph,7.223,pH,True,"{""sim"": true}"
2025-09-11T04:14:00.784710+00:00,decantacao/turbidez,0.274,NTU,True,"{""sim"": true}"
2025-09-11T04:14:00.784710+00:00,qualidade/cloro,1.127,mg/L,True,"{""sim"": true}"
2025-09-11T04:14:00.784710+00:00,pressao/linha1,3.854,bar,True,"{""sim"": true}"
2025-09-11T04:29:00.784710+00:00,decantacao/turbidez,0.297,NTU,True,"{""sim"": true}"
2025-09-11T04:29:00.784710+00:00,qualidade/ph,7.204,pH,True,"{""sim"": true}"
2025-09-11T04:29:00.784710+00:00,nivel/reservatorio,94.369,%,True,"{""sim"": true}"
2025-09-11T04:29:00.784710+00:00,bombeamento/vazao,169.781,m3/h,True,"{""sim"": true}"
2025-09-11T04:29:00.784710+00:00,qualidade/cloro,0.878,mg/L,True,"{""sim"": true}"
2025-09-11T04:29:00.784710+00:00,pressao/linha1,3.974,bar,True,"{""sim"": true}"
2025-09-11T04:44:00.784710+00:00,qualidade/cloro,0.955,mg/L,True,"{""sim"": true}"
2025-09-11T04:44:00.784710+00:00,pressao/linha1,3.748,bar,True,"{""sim"": true}"
2025-09-11T04:44:00.784710+00:00,bombeamento/vazao,188.749,m3/h,True,"{""sim"": true}"
2025-09-11T04:44:00.784710+00:00,qualidade/ph,7.314,pH,True,"{""sim"": true}"
2025-09-11T04:44:00.784710+00:00,decantacao/turbidez,0.351,NTU,True,"{""sim"": true}"
2025-09-11T04:44:00.784710+00:00,nivel/reservatorio,94.439,%,True,"{""sim"": true}"
2025-09-11T04:59:00.784710+00:00,qualidade/cloro,0.922,mg/L,True,"{""sim"": true}"
2025-09-11T04:59:00.784710+00:00,bombeamento/vazao,174.324,m3/h,True,"{""sim"": true}"
2025-09-11T04:59:00.784710+00:00,decantacao/turbidez,0.306,NTU,True,"{""sim"": true}"
2025-09-11T04:59:00.784710+00:00,nivel/reservatorio,93.714,%,True,"{""sim"": true}"
2025-09-11T04:59:00.784710+00:00,pressao/linha1,3.758,bar,True,"{""sim"": true}"
2025-09-11T04:59:00.784710+00:00,qualidade/ph,7.232,pH,True,"{""sim"": true}"
2025-09-11T05:14:00.784710+00:00,nivel/reservatorio,92.145,%,True,"{""sim"": true}"
2025-09-11T05:14:00.784710+00:00,bombeamento/vazao,187.377,m3/h,True,"{""sim"": true}"
2025-09-11T05:14:00.784710+00:00,decantacao/turbidez,0.362,NTU,True,"{""sim"": true}"
2025-09-11T05:14:00.784710+00:00,qualidade/ph,7.257,pH,True,"{""sim"": true}"
2025-09-11T05:14:00.784710+00:00,pressao/linha1,3.819,bar,True,"{""sim"": true}"
2025-09-11T05:14:00.784710+00:00,qualidade/cloro,0.779,mg/L,True,"{""sim"": true}"
2025-09-11T05:29:00.784710+00:00,pressao/linha1,3.822,bar,True,"{""sim"": true}"
2025-09-11T05:29:00.784710+00:00,decantacao/turbidez,0.249,NTU,True,"{""sim"": true}"
2025-09-11T05:29:00.784710+00:00,bombeamento/vazao,171.211,m3/h,True,"{""sim"": true}"
2025-09-11T05:29:00.784710+00:00,nivel/reservatorio,90.546,%,True,"{""sim"": true}"
2025-09-11T05:29:00.784710+00:00,qualidade/ph,7.242,pH,True,"{""sim"": true}"
2025-09-11T05:29:00.784710+00:00,qualidade/cloro,0.966,mg/L,True,"{""sim"": true}"
2025-09-11T05:44:00.784710+00:00,nivel/reservatorio,85.916,%,True,"{""sim"": true}"
2025-09-11T05:44:00.784710+00:00,decantacao/turbidez,0.23,NTU,True,"{""sim"": true}"
2025-09-11T05:44:00.784710+00:00,qualidade/ph,7.285,pH,True,"{""sim"": true}"
2025-09-11T05:44:00.784710+00:00,bombeamento/vazao,171.101,m3/h,True,"{""sim"": true}"
2025-09-11T05:44:00.784710+00:00,pressao/linha1,3.813,bar,True,"{""sim"": true}"
2025-09-11T05:44:00.784710+00:00,qualidade/cloro,0.725,mg/L,True,"{""sim"": true}"
2025-09-11T05:59:00.784710+00:00,bombeamento/vazao,176.471,m3/h,True,"{""sim"": true}"
2025-09-11T05:59:00.784710+00:00,decantacao/turbidez,0.401,NTU,True,"{""sim"": true}"
2025-09-11T05:59:00.784710+00:00,qualidade/ph,7.186,pH,True,"{""sim"": true}"
2025-09-11T05:59:00.784710+00:00,pressao/linha1,3.677,bar,True,"{""sim"": true}"
2025-09-11T05:59:00.784710+00:00,qualidade/cloro,0.976,mg/L,True,"{""sim"": true}"
2025-09-11T05:59:00.784710+00:00,nivel/reservatorio,90.919,%,True,"{""sim"": true}"
2025-09-11T06:14:00.784710+00:00,nivel/reservatorio,85.162,%,True,"{""sim"": true}"
2025-09-11T06:14:00.784710+00:00,decantacao/turbidez,0.373,NTU,True,"{""sim"": true}"
2025-09-11T06:14:00.784710+00:00,pressao/linha1,3.688,bar,True,"{""sim"": true}"
2025-09-11T06:14:00.784710+00:00,qualidade/cloro,0.732,mg/L,True,"{""sim"": true}"
2025-09-11T06:14:00.784710+00:00,bombeamento/vazao,176.683,m3/h,True,"{""sim"": true}"
2025-09-11T06:14:00.784710+00:00,qualidade/ph,7.167,pH,True,"{""sim"": true}"
2025-09-11T06:29:00.784710+00:00,nivel/reservatorio,85.397,%,True,"{""sim"": true}"
2025-09-11T06:29:00.784710+00:00,bombeamento/vazao,176.258,m3/h,True,"{""sim"": true}"
2025-09-11T06:29:00.784710+00:00,decantacao/turbidez,0.271,NTU,True,"{""sim"": true}"
2025-09-11T06:29:00.784710+00:00,pressao/linha1,3.732,bar,True,"{""sim"": true}"
2025-09-11T06:29:00.784710+00:00,qualidade/cloro,0.733,mg/L,True,"{""sim"": true}"
2025-09-11T06:29:00.784710+00:00,qualidade/ph,7.24,pH,True,"{""sim"": true}"
2025-09-11T06:44:00.784710+00:00,qualidade/ph,7.258,pH,True,"{""sim"": true}"
2025-09-11T06:44:00.784710+00:00,qualidade/cloro,0.646,mg/L,True,"{""sim"": true}"
2025-09-11T06:44:00.784710+00:00,pressao/linha1,3.801,bar,True,"{""sim"": true}"
2025-09-11T06:44:00.784710+00:00,decantacao/turbidez,0.319,NTU,True,"{""sim"": true}"
2025-09-11T06:44:00.784710+00:00,bombeamento/vazao,167.523,m3/h,True,"{""sim"": true}"
2025-09-11T06:44:00.784710+00:00,nivel/reservatorio,88.432,%,True,"{""sim"": true}"
2025-09-11T06:59:00.784710+00:00,bombeamento/vazao,170.565,m3/h,True,"{""sim"": true}"
2025-09-11T06:59:00.784710+00:00,nivel/reservatorio,88.786,%,True,"{""sim"": true}"
2025-09-11T06:59:00.784710+00:00,qualidade/ph,7.237,pH,True,"{""sim"": true}"
2025-09-11T06:59:00.784710+00:00,qualidade/cloro,0.653,mg/L,True,"{""sim"": true}"
2025-09-11T06:59:00.784710+00:00,decantacao/turbidez,0.366,NTU,True,"{""sim"": true}"
2025-09-11T06:59:00.784710+00:00,pressao/linha1,3.665,bar,True,"{""sim"": true}"
2025-09-11T07:14:00.784710+00:00,decantacao/turbidez,0.331,NTU,True,"{""sim"": true}"
2025-09-11T07:14:00.784710+00:00,bombeamento/vazao,170.369,m3/h,True,"{""sim"": true}"
2025-09-11T07:14:00.784710+00:00,nivel/reservatorio,86.85,%,True,"{""sim"": true}"
2025-09-11T07:14:00.784710+00:00,qualidade/cloro,0.699,mg/L,True,"{""sim"": true}"
2025-09-11T07:14:00.784710+00:00,qualidade/ph,7.163,pH,True,"{""sim"": true}"
2025-09-11T07:14:00.784710+00:00,pressao/linha1,3.666,bar,True,"{""sim"": true}"
2025-09-11T07:29:00.784710+00:00,qualidade/cloro,0.445,mg/L,True,"{""sim"": true}"
2025-09-11T07:29:00.784710+00:00,pressao/linha1,3.57,bar,True,"{""sim"": true}"
2025-09-11T07:29:00.784710+00:00,qualidade/ph,7.247,pH,True,"{""sim"": true}"
2025-09-11T07:29:00.784710+00:00,decantacao/turbidez,0.313,NTU,True,"{""sim"": true}"
2025-09-11T07:29:00.784710+00:00,nivel/reservatorio,90.313,%,True,"{""sim"": true}"
2025-09-11T07:29:00.784710+00:00,bombeamento/vazao,164.058,m3/h,True,"{""sim"": true}"
2025-09-11T07:44:00.784710+00:00,pressao/linha1,3.785,bar,True,"{""sim"": true}"
2025-09-11T07:44:00.784710+00:00,bombeamento/vazao,159.35,m3/h,True,"{""sim"": true}"
2025-09-11T07:44:00.784710+00:00,decantacao/turbidez,0.356,NTU,True,"{""sim"": true}"
2025-09-11T07:44:00.784710+00:00,nivel/reservatorio,87.653,%,True,"{""sim"": true}"
2025-09-11T07:44:00.784710+00:00,qualidade/ph,7.157,pH,True,"{""sim"": true}"
2025-09-11T07:44:00.784710+00:00,qualidade/cloro,0.695,mg/L,True,"{""sim"": true}"
2025-09-11T07:59:00.784710+00:00,decantacao/turbidez,0.26,NTU,True,"{""sim"": true}"
2025-09-11T07:59:00.784710+00:00,qualidade/cloro,0.649,mg/L,True,"{""sim"": true}"
2025-09-11T07:59:00.784710+00:00,bombeamento/vazao,146.966,m3/h,True,"{""sim"": true}"
2025-09-11T07:59:00.784710+00:00,nivel/reservatorio,85.716,%,True,"{""sim"": true}"
2025-09-11T07:59:00.784710+00:00,qualidade/ph,7.165,pH,True,"{""sim"": true}"
2025-09-11T07:59:00.784710+00:00,pressao/linha1,3.632,bar,True,"{""sim"": true}"
2025-09-11T08:14:00.784710+00:00,bombeamento/vazao,161.364,m3/h,True,"{""sim"": true}"
2025-09-11T08:14:00.784710+00:00,decantacao/turbidez,0.294,NTU,True,"{""sim"": true}"
2025-09-11T08:14:00.784710+00:00,nivel/reservatorio,88.476,%,True,"{""sim"": true}"
2025-09-11T08:14:00.784710+00:00,qualidade/cloro,0.791,mg/L,True,"{""sim"": true}"
2025-09-11T08:14:00.784710+00:00,qualidade/ph,7.134,pH,True,"{""sim"": true}"
2025-09-11T08:14:00.784710+00:00,pressao/linha1,3.69,bar,True,"{""sim"": true}"
2025-09-11T08:29:00.784710+00:00,nivel/reservatorio,88.325,%,True,"{""sim"": true}"
2025-09-11T08:29:00.784710+00:00,pressao/linha1,3.59,bar,True,"{""sim"": true}"
2025-09-11T08:29:00.784710+00:00,decantacao/turbidez,0.287,NTU,True,"{""sim"": true}"
2025-09-11T08:29:00.784710+00:00,qualidade/ph,7.264,pH,True,"{""sim"": true}"
2025-09-11T08:29:00.784710+00:00,qualidade/cloro,0.734,mg/L,True,"{""sim"": true}"
2025-09-11T08:29:00.784710+00:00,bombeamento/vazao,154.966,m3/h,True,"{""sim"": true}"
2025-09-11T08:44:00.784710+00:00,nivel/reservatorio,85.718,%,True,"{""sim"": true}"
2025-09-11T08:44:00.784710+00:00,bombeamento/vazao,149.4,m3/h,True,"{""sim"": true}"
2025-09-11T08:44:00.784710+00:00,pressao/linha1,3.579,bar,True,"{""sim"": true}"
2025-09-11T08:44:00.784710+00:00,decantacao/turbidez,0.269,NTU,True,"{""sim"": true}"
2025-09-11T08:44:00.784710+00:00,qualidade/cloro,0.585,mg/L,True,"{""sim"": true}"
2025-09-11T08:44:00.784710+00:00,qualidade/ph,7.219,pH,True,"{""sim"": true}"
2025-09-11T08:59:00.784710+00:00,qualidade/ph,7.212,pH,True,"{""sim"": true}"
2025-09-11T08:59:00.784710+00:00,bombeamento/vazao,161.042,m3/h,True,"{""sim"": true}"
2025-09-11T08:59:00.784710+00:00,qualidade/cloro,0.601,mg/L,True,"{""sim"": true}"
2025-09-11T08:59:00.784710+00:00,pressao/linha1,3.436,bar,True,"{""sim"": true}"
2025-09-11T08:59:00.784710+00:00,nivel/reservatorio,82.649,%,True,"{""sim"": true}"
2025-09-11T08:59:00.784710+00:00,decantacao/turbidez,0.259,NTU,True,"{""sim"": true}"
2025-09-11T09:14:00.784710+00:00,pressao/linha1,3.369,bar,True,"{""sim"": true}"
2025-09-11T09:14:00.784710+00:00,nivel/reservatorio,82.616,%,True,"{""sim"": true}"
2025-09-11T09:14:00.784710+00:00,decantacao/turbidez,0.278,NTU,True,"{""sim"": true}"
2025-09-11T09:14:00.784710+00:00,qualidade/cloro,0.615,mg/L,True,"{""sim"": true}"
2025-09-11T09:14:00.784710+00:00,qualidade/ph,7.245,pH,True,"{""sim"": true}"
2025-09-11T09:14:00.784710+00:00,bombeamento/vazao,137.549,m3/h,True,"{""sim"": true}"
2025-09-11T09:29:00.784710+00:00,qualidade/ph,7.335,pH,True,"{""sim"": true}"
2025-09-11T09:29:00.784710+00:00,pressao/linha1,3.627,bar,True,"{""sim"": true}"
2025-09-11T09:29:00.784710+00:00,nivel/reservatorio,80.353,%,True,"{""sim"": true}"
